Fecha,ID_de_trampa,Zona,Coordenada_Este,Coordenada_Norte,Responsable_de_captura,Otros_responsables,Longitud_total,Longitud_de_cola,Altura,Sexo,Edad,Color,Patron,Gris,Negro,Pardo,Amarillo,Naranja,Blanco,Peso,Condicion_corporal,Altitud,Fase,Estado_de_salud,Estado_reproductivo,Contenido_estomacal_notas,Contenido_estomacal_plumas,Contenido_estomacal_pelos,Contenido_estomacal_insectos,Contenido_estomacal_plantas,Contenido_estomacal_desperdicios,Contenido_estomacal_inorganico,Observaciones,latitude,longitude
2018-04-28,TC-01-180-AG,1,NA,NA,NA,NA,73,26,24,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,TC-02-004-K9,2,NA,NA,NA,NA,74.5,28.5,24,H,juvenil,negro,solido,0,1,0,0,0,0,2.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,TC-02-004-DN,2,NA,NA,NA,NA,77,29,26,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.4,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,TC-01-365-AG,1,NA,NA,NA,NA,70.5,22.5,24.5,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,TC-01-338-AC,1,NA,NA,NA,NA,69,25,23,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,TC-01-275-AC,1,NA,NA,NA,NA,66,25,20,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.9,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,TC-01-270-AC,1,NA,NA,NA,NA,76,28,23,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.8,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-22,TC-02-002-DN,2,NA,NA,Camerino Reyes,NA,68,26,24,H,adulto,negro,solido,0,1,0,0,0,0,2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-28,TC-02-030-NN,2,NA,NA,Lluvia Espinoza,NA,72,23,32,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.2,4,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-28,TC-02-012-HH,2,NA,NA,Camerino Reyes,NA,68,23,22,H,adulto,gris rayado,atigrado,1,0,0,0,0,0,2.4,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,Orejas dañadas,NA,NA
2018-12-01,TC-02-071-GV,2,NA,NA,Jairo R. Carlin,NA,69,24,26,H,juvenil,pardo rayado,atigrado,0,0,1,0,0,0,2.1,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,Oreja con leve corte,NA,NA
2018-12-01,TC-02-075-GV,2,NA,NA,Jairo R. Carlin,NA,79,25,26.5,M,adulto,pardo rayado,atigrado,0,0,1,0,0,0,3.2,5,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,Se observaron restos de plumas cercanos en la revision anterior a la fecha de captura,NA,NA
2018-12-03,TC-02-009-K9,2,NA,NA,Cristian Flores,NA,73,28,27,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-03,TC-02-105-AM,2,NA,NA,Cristian Flores,NA,73,27,26,H,juvenil,negro,solido,0,1,0,0,0,0,3,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,Orejas con corte,NA,NA
2018-12-04,TC-04-010-CF,4,NA,NA,Cristian Flores,NA,71,27,25,H,juvenil,atigrado y am,atigrado,0,0,1,0,0,0,2.1,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-04,TC-05-003-LE,5,NA,NA,Cristian Flores,NA,70,24,26,H,juvenil,atigrado y bla,atigrado,0,0,0,0,0,1,2.5,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-04,TC-05-002-LE,5,NA,NA,Cristian Flores,NA,74,26,27,H,juvenil,gris con negro,bicolor,1,1,0,0,0,0,3,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,Orejas cortadas,NA,NA
2018-12-04,TL-03-011-CR,3,NA,NA,Camerino Reyes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Canivalismo (habia otro gato comiendoselo),NA,NA
2018-12-04,TC-03-007-NN,3,NA,NA,Nicolás Núñez,NA,63,26,21,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2,2,NA,erradicacion,debil,reproductivo,NA,NA,NA,NA,NA,NA,NA,Se comio parte de su pata,NA,NA
2018-12-04,TL-03-001-JR,3,NA,NA,Nicolás Núñez,NA,77,29,28,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,4.9,4,NA,erradicacion,muerto,reproductivo,5 RATONES,0,1,0,0,0,0,NA,NA,NA
2018-12-07,TC-02-067-GV,2,NA,NA,Jairo R. Carlin,NA,75,25,24,H,adulto,rayado,atigrado,NA,NA,NA,NA,NA,NA,2.6,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-07,TC-02-058-NN,2,NA,NA,José Cortez,NA,78,30,26,M,adulto,gris con negro,bicolor,1,1,0,0,0,0,3.5,4,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,Con collar de telemetria,NA,NA
2018-12-07,TC-02-123-MO,2,NA,NA,Jairo R. Carlin,NA,75,25,24,H,adulto,gris pardo,bicolor,1,0,1,0,0,0,2.9,4,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-07,TC-02-109-MO,2,NA,NA,Jairo R. Carlin,NA,74,28.5,26.5,H,adulto,gris,solido,1,0,0,0,0,0,2.8,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-11,TC-01-360-CT,1,NA,NA,Luis Armando Estudillo,NA,70,24,20,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.5,2,NA,erradicacion,sano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,TC-01-376-NN,1,NA,NA,Nicolás Núñez,NA,71,30,23,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.4,2,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,TC-02-112-MO,2,NA,NA,Luis Armando Estudillo,NA,73,29,24,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.4,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,TC-02-123-MO,2,NA,NA,Luis Armando Estudillo,NA,68,25,21,H,adulto,amarillo atigrado,atigrado,0,0,0,1,0,0,2.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,TC-02-089-EJ,2,NA,NA,Armando Martínez,NA,72,25,24,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,1.3,2,NA,erradicacion,debil,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,TC-02-103-AM,2,NA,NA,Cristian Flores,NA,67,26,22,H,juvenil,negro,solido,0,1,0,0,0,0,2.1,2,NA,erradicacion,sano,no reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-13,TC-02-059-GV,2,NA,NA,Jairo R. Carlin,NA,79.5,29,25,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.7,NA,NA,erradicacion,sano,no reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-10,TC-03-014-LE,3,NA,NA,Cristian Flores,NA,70,28,23,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-10,TC-03-015-LE,3,NA,NA,Cristian Flores,NA,73,27,22,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.5,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-10,TC-03-017-LE,3,NA,NA,Cristian Flores,NA,72,29,21,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2,2,NA,erradicacion,debil,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-10,TC-03-029-AM,3,NA,NA,Armando Martínez,NA,68,28,24,H,juvenil,negro,solido,0,1,0,0,0,0,1.5,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,TL-03-002-JR,3,NA,NA,Camerino Reyes,NA,NA,NA,NA,NA,adulto,gris atigrado,atigrado,1,0,0,0,0,0,NA,NA,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Cadaver,NA,NA
2018-12-16,TC-03-050-AM,3,NA,NA,José Cortez,NA,65,25,21,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.6,2,NA,erradicacion,enfermo,no reproductivo,NA,NA,NA,NA,NA,NA,NA,Tenia dos cepos,NA,NA
2018-12-16,TC-03-034-LE,3,NA,NA,Luis Armando Estudillo,NA,70,26,20,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.3,2,NA,erradicacion,sano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,TC-03-017-LE,3,NA,NA,Nicolás Núñez,NA,73,28,26.5,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,4,4,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,TL-03-008-CR,3,NA,NA,Nicolás Núñez,NA,NA,NA,NA,NA,NA,negro,solido,0,1,0,0,0,0,NA,NA,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Cadaver,NA,NA
2018-12-15,TC-04-034-JR,4,NA,NA,Jairo R. Carlin,NA,75,29.5,22.5,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.9,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-04-033-JR,4,NA,NA,Jairo R. Carlin,NA,83,32,28.5,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.9,4,NA,erradicacion,debil,reproductivo,NA,NA,NA,NA,NA,NA,NA,Se automutilo la pata para liberarse,NA,NA
2018-12-15,TC-04-019-JC,4,NA,NA,José Cortez,NA,63,24,21,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.1,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-04-020-JC,4,NA,NA,José Cortez,NA,66,25,23,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.9,3,NA,erradicacion,muerto,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-04-015-CR,4,NA,NA,Camerino Reyes,NA,NA,26,NA,NA,NA,gris con rayas,atigrado,1,0,0,0,0,0,NA,NA,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Muerto,NA,NA
2018-12-15,TC-04-014-CR,4,NA,NA,Camerino Reyes,NA,73,29,25,H,adulto,gris rayado,atigrado,1,0,0,0,0,0,1.7,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-04-012-CR,4,NA,NA,Camerino Reyes,NA,NA,24,NA,NA,NA,negro,solido,0,1,0,0,0,0,NA,NA,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Muerto,NA,NA
2018-12-15,TC-04-011-CR,4,NA,NA,Camerino Reyes,NA,NA,24,NA,H,adulto,gris rayado,atigrado,1,0,0,0,0,0,NA,NA,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Muerto,NA,NA
2018-12-15,TC-04-026-NN,4,NA,NA,Nicolás Núñez,NA,69,27,23,H,juvenil,gris rayado,atigrado,1,0,0,0,0,0,1.9,2,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Muerto,NA,NA
2018-12-16,TL-04-005-AM,4,NA,NA,Cristian Flores,NA,78,31,24,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.1,4,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,TC-04-010-CF,4,NA,NA,Cristian Flores,NA,89,26,25,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,4.6,5,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,TL-04-003-JC,4,NA,NA,Nicolás Núñez,NA,NA,NA,NA,NA,NA,gris atigrado,atigrado,1,0,0,0,0,0,NA,NA,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,Cadaver,NA,NA
2018-12-15,TC-05-021-LE,5,NA,NA,Luis Armando Estudillo,NA,60,26,16,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,1.5,1,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-05-004-JR,5,NA,NA,Jairo R. Carlin,NA,79,32,24.5,M,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.8,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-05-013-CF,5,NA,NA,Cristian Flores,NA,85,32,25,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,4,5,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-05-015-CF,5,NA,NA,Cristian Flores,NA,75,31,20,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,1.6,2,NA,erradicacion,debil,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-15,TC-05-023-LE,5,NA,NA,Lluvia Espinoza,NA,65,28,25,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,1.9,2,NA,erradicacion,debil,reproductivo,NA,NA,NA,NA,NA,NA,NA,Automutilado,NA,NA
2018-12-15,TC-05-026-LE,5,NA,NA,Lluvia Espinoza,NA,69,25,25,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-16,TL-05-002-LE,5,NA,NA,Cristian Flores,NA,75,29,22,H,juvenil,gris con blanco,bicolor,1,0,0,0,0,1,2.2,3,NA,erradicacion,muerto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-21,TC-02-076-GV,2,NA,NA,Jairo R. Carlin,NA,54,19.5,17,M,juvenil,gris rayado,atigrado,1,0,0,0,0,0,0.8,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-23,TC-03-039-LE,3,NA,NA,José Cortez,NA,72,27,33,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.9,2,NA,erradicacion,muerto,no reproductivo,NA,NA,NA,NA,NA,NA,NA,Tenia collar de telemetria,NA,NA
2018-12-23,TC-03-070-CF,3,NA,NA,Camerino Reyes,NA,69,27,24,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,sano,NA,NA,NA,NA,NA,NA,NA,NA,Bueno,NA,NA
2018-12-23,TC-03-031-AM,3,NA,NA,Armando Martínez,NA,73,25,27,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,1.3,2,NA,erradicacion,sano,no reproductivo,NA,NA,NA,NA,NA,NA,NA,Pata mutilada,NA,NA
2018-12-23,TC-03-019-JC,3,NA,NA,Armando Martínez,NA,80,29,26,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.3,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-23,TC-03-027-JR,3,NA,NA,Luis Armando Estudillo,NA,69,24,20,H,adulto,negro,solido,0,1,0,0,0,0,2,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-23,TC-03-066-K9,3,NA,NA,Luis Armando Estudillo,NA,74,28,23,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.1,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,Orejas cortas mas no mutiladas,NA,NA
2018-12-17,TC-04-013-CR,4,NA,NA,Camerino Reyes,NA,73,30,26,M,adulto,negro,solido,0,1,0,0,0,0,3.5,3,NA,erradicacion,sano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-17,TC-04-011-CR,4,NA,NA,Camerino Reyes,NA,79,32,27,H,adulto,gris rayado,atigrado,1,0,0,0,0,0,3,2,NA,erradicacion,sano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-18,TC-04-042-CF,4,NA,NA,Cristian Flores,NA,75,27,25,M,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.5,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-18,TC-04-055-NN,4,NA,NA,Nicolás Núñez,NA,69,26,24,H,juvenil,negro,solido,0,1,0,0,0,0,2.5,3,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-18,TC-04-045-JR,4,NA,NA,Jairo R. Carlin,NA,84,29.5,25.5,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.8,4,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-18,TC-04-046-JR,4,NA,NA,Jairo R. Carlin,NA,68.5,26,24.5,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,1.8,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-29,TC-04-022-JC,4,NA,NA,José Cortez,NA,63,23,28,M,juvenil,negro,solido,0,1,0,0,0,0,2,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-29,TC-04-013-CR,4,NA,NA,Camerino Reyes,NA,74,28,25,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-024-LE,5,NA,NA,José Cortez,NA,75,31,33,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.8,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-023-LE,5,NA,NA,José Cortez,NA,65,26,29,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,2.2,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-027-JR,5,NA,NA,Jairo R. Carlin,NA,69.5,28,23.5,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.2,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-044-NN,5,NA,NA,Jairo R. Carlin,NA,67.5,27,25,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,1.8,1,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-29,TC-03-070-CF,3,NA,NA,Camerino Reyes,NA,79,29,27,M,adulto,gris rayado,atigrado,1,0,0,0,0,0,4.8,1,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-29,TC-05-007-AM,5,NA,NA,Armando Martínez,NA,70,25,24,H,juvenil,gris atigrado,atigrado,1,0,0,0,0,0,1.1,2,NA,erradicacion,sano,reproductivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-047-LE,5,NA,NA,Luis Armando Estudillo,NA,70,26,20,H,adulto,negro,solido,0,1,0,0,0,0,2.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-051-CR,5,NA,NA,Camerino Reyes,NA,74,30,26,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-052-CR,5,NA,NA,Camerino Reyes,NA,70,28,25,H,adulto,negro,solido,0,1,0,0,0,0,2.7,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-30,TC-05-053-CR,5,NA,NA,Camerino Reyes,NA,74,27,24,H,adulto,negro,solido,0,1,0,0,0,0,2.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-02,TC-01-273-AC,1,NA,NA,Roxana Carrillo,NA,73,25,30,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.4,1,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orejas cortadas,NA,NA
2018-07-03,TC-01-225-DN,1,NA,NA,Javier Angulo,NA,83,31,24,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.9,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-08,TC-02-006-K9,2,NA,NA,Roxana Carrillo,NA,79,32,32,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,3.5,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-18,TC-01-346-AS,1,NA,NA,Javier Angulo,NA,55,20,16,M,juvenil,negro,solido,0,1,0,0,0,0,1.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-18,TC-02-004-DN,2,NA,NA,Pablo Nereyda,Georgina Castro,71,24,24,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.7,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-22,TC-01-221-DN,1,NA,NA,Georgina Castro,NA,56,20.4,19,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-23,TC-01-338-AS,1,NA,NA,Antonio Gorriño,NA,55,22,24,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-24,NA,1,NA,NA,Camerino Reyes,NA,79,24,25,H,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.7,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gravida,NA,NA
2018-07-26,TC-02-002-TX,2,NA,NA,Antonio Gorriño,NA,77,25,23,M,adulto,gris atigrado,atigrado,1,0,0,0,0,0,2.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oreja derecha cortada,NA,NA
2018-06-03,TC-01-375-DN,1,NA,NA,Aldo Rodríguez,NA,NA,NA,NA,NA,NA,gris tigre,atigrado,1,0,0,0,0,0,NA,NA,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,No se logro medir por descomposición,NA,NA
2018-06-10,TC-01-271-AC,1,NA,NA,Salvador Figueroa,NA,77,31,28,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.5,3,NA,erradicacion,enfermo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-13,TC-02-006-K9,2,NA,NA,Roxana Carrillo,NA,69,28,28,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,1,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
